"","ID","item_id","item","sequence","n_DD_event","dd_event_sequence","source","target","n_DD_event_new","dd_event_sequence_new","source_new","target_new","clnddseq","clnddseq_len","Condition","D_D_TotalTimeSpent","TotalTimeSpentonItem","ItemResponse","ItemFinalScore","n_Condition","single_Condition","source1","source2","source3","source4","source5","target1","target2","target3","target4","target5","source_ascending","source_descending","target_ascending","target_descending","nunique_target","nunique_source","source_focus","target_focus","source_partial_ascending","source_partial_descending","source_partial_focus","target_partial_ascending","target_partial_descending","target_partial_focus","strategy","ItemFinalScoreBinary","new_strategy","pretest_final_score_total","itemtime"
"5749","A1CE3DR200PXS","2c","2","start_s4;s4_t3;start_s5;s5_t2;start_s3;s3_t1;start_s1;s1_t1;start_s2;return_s2;start_s2;s2_t2",5,"source4_to_target3;source5_to_target2;source3_to_target1;source1_to_target1;source2_to_target2","source4;source5;source3;source1;source2","target3;target2;target1;target1;target2",5,"s4_t3;s5_t2;s3_t1;s1_t1;s2_t2","s4;s5;s3;s1;s2","t3;t2;t1;t1;t2","s4_t3;s5_t2;s3_t1;s1_t1;s2_t2",5,"Targets First",1145.57904,137.4482,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target3"":[{""id"":""source4"",""sub"":""1""}]}",0,1,1,4,5,3,1,2,3,2,1,1,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",0,"Other",3,137.179
"5764","A1CE3DR200PXS","3c","3","start_s1;s1_t3;start_s2;s2_t1;start_s3;s3_t3;start_s4;s4_t2;start_s5;s5_t3",5,"source1_to_target3;source2_to_target1;source3_to_target3;source4_to_target2;source5_to_target3","source1;source2;source3;source4;source5","target3;target1;target3;target2;target3",5,"s1_t3;s2_t1;s3_t3;s4_t2;s5_t3","s1;s2;s3;s4;s5","t3;t1;t3;t2;t3","s1_t3;s2_t1;s3_t3;s4_t2;s5_t3",5,"Targets First",1145.57904,260.8289,"{""target1"":[{""id"":""source2"",""sub"":""1""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""},{""id"":""source5"",""sub"":""3""}]}",2,1,1,1,2,3,4,5,3,1,3,2,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",3,261.287
"5777","A1CE3DR200PXS","4c","4","start_s2;s2_t2;start_s2;move_s2_from_t2_t3;start_s3;s3_t2;start_s5;s5_t3;start_s1;s1_t1;start_s4;s4_t1",5,"source2_to_target2;source3_to_target2;source5_to_target3;source1_to_target1;source4_to_target1","source2;source3;source5;source1;source4","target2;target2;target3;target1;target1",6,"s2_t2;s2_t3;s3_t2;s5_t3;s1_t1;s4_t1","s2;s2;s3;s5;s1;s4","t2;t3;t2;t3;t1;t1","s2_t2;s3_t2;s5_t3;s1_t1;s4_t1",5,"Targets First",1145.57904,312.3873,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,2,3,5,1,4,2,2,3,1,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",1,"Other",3,313.021
"5792","A1CE3DR200PXS","5c","5","start_s1;s1_t1;start_s2;s2_t3;start_s3;s3_t2;start_s4;s4_t3;start_s5;s5_t1",5,"source1_to_target1;source2_to_target3;source3_to_target2;source4_to_target3;source5_to_target1","source1;source2;source3;source4;source5","target1;target3;target2;target3;target1",5,"s1_t1;s2_t3;s3_t2;s4_t3;s5_t1","s1;s2;s3;s4;s5","t1;t3;t2;t3;t1","s1_t1;s2_t3;s3_t2;s4_t3;s5_t1",5,"Targets First",1145.57904,107.2433,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,1,3,2,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",3,105.817
"5805","A1CE3DR200PXS","6c","6","start_s1;s1_t3;start_s2;s2_t3;start_s3;s3_t1;start_s4;s4_t2;start_s5;s5_t1",5,"source1_to_target3;source2_to_target3;source3_to_target1;source4_to_target2;source5_to_target1","source1;source2;source3;source4;source5","target3;target3;target1;target2;target1",5,"s1_t3;s2_t3;s3_t1;s4_t2;s5_t1","s1;s2;s3;s4;s5","t3;t3;t1;t2;t1","s1_t3;s2_t3;s3_t1;s4_t2;s5_t1",5,"Targets First",1145.57904,31.26558,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,3,3,1,2,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",3,31.622
"5818","A1CE3DR200PXS","7c","7","start_s1;s1_t1;start_s2;s2_t3;start_s3;s3_t1;start_s4;s4_t2;start_s5;s5_t3",5,"source1_to_target1;source2_to_target3;source3_to_target1;source4_to_target2;source5_to_target3","source1;source2;source3;source4;source5","target1;target3;target1;target2;target3",5,"s1_t1;s2_t3;s3_t1;s4_t2;s5_t3","s1;s2;s3;s4;s5","t1;t3;t1;t2;t3","s1_t1;s2_t3;s3_t1;s4_t2;s5_t3",5,"Targets First",1145.57904,32.06758,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,1,3,1,2,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",3,33.106
"5831","A1CE3DR200PXS","8c","8","start_s1;return_s1;start_s1;s1_t2;start_s2;s2_t3;start_s3;s3_t1;start_s4;s4_t3;start_s4;return_s4;start_s4;s4_t3;start_s5;s5_t1",6,"source1_to_target2;source2_to_target3;source3_to_target1;source4_to_target3;source4_to_target3;source5_to_target1","source1;source2;source3;source4;source4;source5","target2;target3;target1;target3;target3;target1",6,"s1_t2;s2_t3;s3_t1;s4_t3;s4_t3;s5_t1","s1;s2;s3;s4;s4;s5","t2;t3;t1;t3;t3;t1","s1_t2;s2_t3;s3_t1;s4_t3;s5_t1",5,"Targets First",1145.57904,47.58948,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,2,3,1,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",3,48.09
"5850","A1CE3DR200PXS","9c","9","start_s2;s2_t2;start_s3;s3_t1;start_s4;s4_t1;start_s5;s5_t3;start_s1;s1_t3",5,"source2_to_target2;source3_to_target1;source4_to_target1;source5_to_target3;source1_to_target3","source2;source3;source4;source5;source1","target2;target1;target1;target3;target3",5,"s2_t2;s3_t1;s4_t1;s5_t3;s1_t3","s2;s3;s4;s5;s1","t2;t1;t1;t3;t3","s2_t2;s3_t1;s4_t1;s5_t3;s1_t3",5,"Targets First",1145.57904,60.12376,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source5"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",2,1,1,2,3,4,5,1,2,1,1,3,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",1,"Other",3,60.519
"5863","A1CH3TODZNQCE","10a","10","start_s1;s1_t3;start_s2;s2_t2;start_s3;s3_t1;start_s3;move_s3_from_t1_t3;start_s5;s5_t1;start_s4;s4_t3",5,"source1_to_target3;source2_to_target2;source3_to_target1;source5_to_target1;source4_to_target3","source1;source2;source3;source5;source4","target3;target2;target1;target1;target3",6,"s1_t3;s2_t2;s3_t1;s3_t3;s5_t1;s4_t3","s1;s2;s3;s3;s5;s4","t3;t2;t1;t3;t1;t3","s1_t3;s2_t2;s3_t1;s5_t1;s4_t3",5,"Control",276.3203,20.15177,"{""target1"":[{""id"":""source5"",""sub"":""1""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""},{""id"":""source4"",""sub"":""3""}]}",0,1,1,1,2,3,5,4,3,2,1,1,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,TRUE,FALSE,1,FALSE,FALSE,0,"Source Partial Focus",0,"Source Focus",1,20.207
"5878","A1CH3TODZNQCE","1a","1","start_s1;s1_t3;start_s2;s2_t3;start_s3;s3_t1;start_s4;s4_t3;start_s5;s5_t2",5,"source1_to_target3;source2_to_target3;source3_to_target1;source4_to_target3;source5_to_target2","source1;source2;source3;source4;source5","target3;target3;target1;target3;target2",5,"s1_t3;s2_t3;s3_t1;s4_t3;s5_t2","s1;s2;s3;s4;s5","t3;t3;t1;t3;t2","s1_t3;s2_t3;s3_t1;s4_t3;s5_t2",5,"Control",276.3203,15.14381,"{""target1"":[{""id"":""source3"",""sub"":""1""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""},{""id"":""source4"",""sub"":""3""}]}",1,1,1,1,2,3,4,5,3,3,1,3,2,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",0,"Source Focus",1,15.149
"5891","A1CH3TODZNQCE","2a","2","start_s1;s1_t1;start_s3;s3_t1;start_s4;s4_t3;start_s5;s5_t3;start_s2;s2_t2",5,"source1_to_target1;source3_to_target1;source4_to_target3;source5_to_target3;source2_to_target2","source1;source3;source4;source5;source2","target1;target1;target3;target3;target2",5,"s1_t1;s3_t1;s4_t3;s5_t3;s2_t2","s1;s3;s4;s5;s2","t1;t1;t3;t3;t2","s1_t1;s3_t1;s4_t3;s5_t3;s2_t2",5,"Control",276.3203,17.26055,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",1,1,1,1,3,4,5,2,1,1,3,3,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",0,"Other",1,17.567
"5904","A1CH3TODZNQCE","3a","3","start_s1;s1_t1;start_s2;s2_t1;start_s3;s3_t3;start_s4;s4_t2;start_s5;s5_t3",5,"source1_to_target1;source2_to_target1;source3_to_target3;source4_to_target2;source5_to_target3","source1;source2;source3;source4;source5","target1;target1;target3;target2;target3",5,"s1_t1;s2_t1;s3_t3;s4_t2;s5_t3","s1;s2;s3;s4;s5","t1;t1;t3;t2;t3","s1_t1;s2_t1;s3_t3;s4_t2;s5_t3",5,"Control",276.3203,61.51555,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",1,1,1,1,2,3,4,5,1,1,3,2,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",0,"Source Focus",1,62.312
"5917","A1CH3TODZNQCE","4a","4","start_s1;s1_t3;start_s3;s3_t2;start_s2;s2_t3;start_s4;s4_t3;start_s5;s5_t3",5,"source1_to_target3;source3_to_target2;source2_to_target3;source4_to_target3;source5_to_target3","source1;source3;source2;source4;source5","target3;target2;target3;target3;target3",5,"s1_t3;s3_t2;s2_t3;s4_t3;s5_t3","s1;s3;s2;s4;s5","t3;t2;t3;t3;t3","s1_t3;s3_t2;s2_t3;s4_t3;s5_t3",5,"Control",276.3203,27.44888,"{""target1"":[],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""},{""id"":""source4"",""sub"":""3""},{""id"":""source5"",""sub"":""4""}]}",1,1,1,1,3,2,4,5,3,2,3,3,3,FALSE,FALSE,FALSE,FALSE,2,5,0,0,TRUE,FALSE,1,FALSE,FALSE,0,"Source Partial Focus",0,"Source Focus",1,27.8
"5930","A1CH3TODZNQCE","5a","5","start_s1;s1_t1;start_s2;s2_t3;start_s3;s3_t2;start_s4;s4_t3;start_s5;s5_t1",5,"source1_to_target1;source2_to_target3;source3_to_target2;source4_to_target3;source5_to_target1","source1;source2;source3;source4;source5","target1;target3;target2;target3;target1",5,"s1_t1;s2_t3;s3_t2;s4_t3;s5_t1","s1;s2;s3;s4;s5","t1;t3;t2;t3;t1","s1_t1;s2_t3;s3_t2;s4_t3;s5_t1",5,"Control",276.3203,16.37494,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,1,3,2,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",1,16.26
"5943","A1CH3TODZNQCE","6a","6","start_s3;s3_t2;start_s4;return_s4;start_s3;move_s3_from_t2_t1;start_s4;s4_t2;start_s5;s5_t1;start_s1;s1_t3;start_s2;s2_t3",5,"source3_to_target2;source4_to_target2;source5_to_target1;source1_to_target3;source2_to_target3","source3;source4;source5;source1;source2","target2;target2;target1;target3;target3",6,"s3_t2;s3_t1;s4_t2;s5_t1;s1_t3;s2_t3","s3;s3;s4;s5;s1;s2","t2;t1;t2;t1;t3;t3","s3_t2;s4_t2;s5_t1;s1_t3;s2_t3",5,"Control",276.3203,14.76709,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,1,1,3,4,5,1,2,2,2,1,3,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",1,"Other",1,15.045
"5960","A1CH3TODZNQCE","7a","7","start_s1;s1_t1;start_s2;s2_t3;start_s3;s3_t1;start_s4;s4_t2;start_s5;s5_t3",5,"source1_to_target1;source2_to_target3;source3_to_target1;source4_to_target2;source5_to_target3","source1;source2;source3;source4;source5","target1;target3;target1;target2;target3",5,"s1_t1;s2_t3;s3_t1;s4_t2;s5_t3","s1;s2;s3;s4;s5","t1;t3;t1;t2;t3","s1_t1;s2_t3;s3_t1;s4_t2;s5_t3",5,"Control",276.3203,11.02088,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,1,3,1,2,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",1,11.179
"5973","A1CH3TODZNQCE","8a","8","start_s1;s1_t1;start_s3;s3_t1;start_s5;s5_t1;start_s2;s2_t3;start_s4;s4_t3;start_s1;move_s1_from_t1_t2",5,"source1_to_target1;source3_to_target1;source5_to_target1;source2_to_target3;source4_to_target3","source1;source3;source5;source2;source4","target1;target1;target1;target3;target3",6,"s1_t1;s3_t1;s5_t1;s2_t3;s4_t3;s1_t2","s1;s3;s5;s2;s4;s1","t1;t1;t1;t3;t3;t2","s1_t1;s3_t1;s5_t1;s2_t3;s4_t3",5,"Control",276.3203,75.51562,"{""target1"":[{""id"":""source3"",""sub"":""2""},{""id"":""source5"",""sub"":""3""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,3,5,2,4,1,1,1,3,3,FALSE,FALSE,TRUE,FALSE,2,5,0,1,FALSE,FALSE,0,FALSE,FALSE,0,"Target Focus",1,"Target Focus",1,75.809
"5988","A1CH3TODZNQCE","9a","9","start_s1;s1_t2;start_s1;move_s1_from_t2_t3;start_s2;s2_t2;start_s3;s3_t1;start_s4;s4_t1;start_s5;s5_t3",5,"source1_to_target2;source2_to_target2;source3_to_target1;source4_to_target1;source5_to_target3","source1;source2;source3;source4;source5","target2;target2;target1;target1;target3",6,"s1_t2;s1_t3;s2_t2;s3_t1;s4_t1;s5_t3","s1;s1;s2;s3;s4;s5","t2;t3;t2;t1;t1;t3","s1_t2;s2_t2;s3_t1;s4_t1;s5_t3",5,"Control",276.3203,17.12121,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,2,2,1,1,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",1,17.007
"6003","A1D2VXMTF0UAL","10e","10","start_s4;s4_t2;start_s3;s3_t3;start_s2;s2_t1;start_s1;s1_t3;start_s5;s5_t3",5,"source4_to_target2;source3_to_target3;source2_to_target1;source1_to_target3;source5_to_target3","source4;source3;source2;source1;source5","target2;target3;target1;target3;target3",5,"s4_t2;s3_t3;s2_t1;s1_t3;s5_t3","s4;s3;s2;s1;s5","t2;t3;t1;t3;t3","s4_t2;s3_t3;s2_t1;s1_t3;s5_t3",5,"No Problem Statement",519.12343,39.36564,"{""target1"":[{""id"":""source2"",""sub"":""1""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source3"",""sub"":""1""},{""id"":""source1"",""sub"":""2""},{""id"":""source5"",""sub"":""3""}]}",1,1,1,4,3,2,1,5,2,3,1,3,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",0,"Other",5,39.252
"6016","A1D2VXMTF0UAL","1e","1","start_s5;s5_t2;start_s1;s1_t3;start_s3;s3_t1;start_s2;s2_t1;start_s4;s4_t3",5,"source5_to_target2;source1_to_target3;source3_to_target1;source2_to_target1;source4_to_target3","source5;source1;source3;source2;source4","target2;target3;target1;target1;target3",5,"s5_t2;s1_t3;s3_t1;s2_t1;s4_t3","s5;s1;s3;s2;s4","t2;t3;t1;t1;t3","s5_t2;s1_t3;s3_t1;s2_t1;s4_t3",5,"No Problem Statement",519.12343,25.23809,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,5,1,3,2,4,2,3,1,1,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",1,"Other",5,25.493
"6029","A1D2VXMTF0UAL","2e","2","start_s1;s1_t3;start_s1;move_s1_from_t3_t1;start_s5;s5_t3;start_s4;s4_t2;start_s2;s2_t2;start_s3;s3_t1",5,"source1_to_target3;source5_to_target3;source4_to_target2;source2_to_target2;source3_to_target1","source1;source5;source4;source2;source3","target3;target3;target2;target2;target1",6,"s1_t3;s1_t1;s5_t3;s4_t2;s2_t2;s3_t1","s1;s1;s5;s4;s2;s3","t3;t1;t3;t2;t2;t1","s1_t3;s5_t3;s4_t2;s2_t2;s3_t1",5,"No Problem Statement",519.12343,139.0492,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target3"":[{""id"":""source5"",""sub"":""1""}]}",1,1,1,1,5,4,2,3,3,3,2,2,1,FALSE,FALSE,FALSE,TRUE,3,5,0,1,FALSE,FALSE,0,FALSE,FALSE,0,"Target Focus",0,"Target Focus",5,139.356
"6044","A1D2VXMTF0UAL","3e","3","start_s2;s2_t1;start_s3;s3_t3;start_s4;s4_t2;start_s5;s5_t3;start_s1;return_s1;start_s1;s1_t3",5,"source2_to_target1;source3_to_target3;source4_to_target2;source5_to_target3;source1_to_target3","source2;source3;source4;source5;source1","target1;target3;target2;target3;target3",5,"s2_t1;s3_t3;s4_t2;s5_t3;s1_t3","s2;s3;s4;s5;s1","t1;t3;t2;t3;t3","s2_t1;s3_t3;s4_t2;s5_t3;s1_t3",5,"No Problem Statement",519.12343,44.29207,"{""target1"":[{""id"":""source2"",""sub"":""1""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""},{""id"":""source1"",""sub"":""3""}]}",2,1,1,2,3,4,5,1,1,3,2,3,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",1,"Other",5,44.317
"6059","A1D2VXMTF0UAL","4e","4","start_s2;s2_t3;start_s5;s5_t3;start_s4;s4_t1;start_s4;return_s4;start_s1;s1_t1;start_s4;s4_t1;start_s3;s3_t2",6,"source2_to_target3;source5_to_target3;source4_to_target1;source1_to_target1;source4_to_target1;source3_to_target2","source2;source5;source4;source1;source4;source3","target3;target3;target1;target1;target1;target2",6,"s2_t3;s5_t3;s4_t1;s1_t1;s4_t1;s3_t2","s2;s5;s4;s1;s4;s3","t3;t3;t1;t1;t1;t2","s2_t3;s5_t3;s4_t1;s1_t1;s3_t2",5,"No Problem Statement",519.12343,71.93925,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,2,5,4,1,3,3,3,1,1,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",1,"Other",5,71.173
"6076","A1D2VXMTF0UAL","5e","5","start_s1;s1_t1;start_s2;s2_t3;start_s3;s3_t2;start_s4;s4_t3;start_s5;s5_t1",5,"source1_to_target1;source2_to_target3;source3_to_target2;source4_to_target3;source5_to_target1","source1;source2;source3;source4;source5","target1;target3;target2;target3;target1",5,"s1_t1;s2_t3;s3_t2;s4_t3;s5_t1","s1;s2;s3;s4;s5","t1;t3;t2;t3;t1","s1_t1;s2_t3;s3_t2;s4_t3;s5_t1",5,"No Problem Statement",519.12343,105.3488,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,1,3,2,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",5,106.044
"6089","A1D2VXMTF0UAL","6e","6","start_s5;s5_t1;start_s4;s4_t2;start_s2;s2_t3;start_s1;s1_t3;start_s3;s3_t1",5,"source5_to_target1;source4_to_target2;source2_to_target3;source1_to_target3;source3_to_target1","source5;source4;source2;source1;source3","target1;target2;target3;target3;target1",5,"s5_t1;s4_t2;s2_t3;s1_t3;s3_t1","s5;s4;s2;s1;s3","t1;t2;t3;t3;t1","s5_t1;s4_t2;s2_t3;s1_t3;s3_t1",5,"No Problem Statement",519.12343,22.49337,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",2,1,1,5,4,2,1,3,1,2,3,3,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,"Mixed Approach",1,"Other",5,22.132
"6102","A1D2VXMTF0UAL","7e","7","start_s1;s1_t1;start_s4;s4_t2;start_s3;s3_t1;start_s2;s2_t3;start_s5;s5_t3",5,"source1_to_target1;source4_to_target2;source3_to_target1;source2_to_target3;source5_to_target3","source1;source4;source3;source2;source5","target1;target2;target1;target3;target3",5,"s1_t1;s4_t2;s3_t1;s2_t3;s5_t3","s1;s4;s3;s2;s5","t1;t2;t1;t3;t3","s1_t1;s4_t2;s3_t1;s2_t3;s5_t3",5,"No Problem Statement",519.12343,16.51906,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,4,3,2,5,1,2,1,3,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,TRUE,TRUE,1,FALSE,FALSE,0,"Source Partial Focus",1,"Source Focus",5,15.764
"6115","A1D2VXMTF0UAL","8e","8","start_s4;return_s4;start_s1;s1_t2;start_s2;s2_t3;start_s3;s3_t1;start_s4;s4_t3;start_s5;s5_t1",5,"source1_to_target2;source2_to_target3;source3_to_target1;source4_to_target3;source5_to_target1","source1;source2;source3;source4;source5","target2;target3;target1;target3;target1",5,"s1_t2;s2_t3;s3_t1;s4_t3;s5_t1","s1;s2;s3;s4;s5","t2;t3;t1;t3;t1","s1_t2;s2_t3;s3_t1;s4_t3;s5_t1",5,"No Problem Statement",519.12343,26.83853,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,2,3,1,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,"Source Focus",1,"Source Focus",5,27.149
