,ID,item_id,item,sequence,n_DD_event,dd_event_sequence,source,target,n_DD_event_new,dd_event_sequence_new,source_new,target_new,clnddseq,clnddseq_len,Condition,D_D_TotalTimeSpent,TotalTimeSpentonItem,ItemResponse,ItemFinalScore,n_Condition,single_Condition,source1,source2,source3,source4,source5,target1,target2,target3,target4,target5,source_ascending,source_descending,target_ascending,target_descending,nunique_target,nunique_source,source_focus,target_focus,source_partial_ascending,source_partial_descending,source_partial_focus,target_partial_ascending,target_partial_descending,target_partial_focus,strategy,ItemFinalScoreBinary,new_strategy,pretest_final_score_total,logTime,itemtime,
34765,A32MY4GWOHA4G,9d,9,start_s3;s3_t1;start_s2;s2_t2;start_s1;s1_t3;start_s1;s1_t4;start_s3;s3_t5,5,source3_to_target1;source2_to_target2;source1_to_target3;source1_to_target4;source3_to_target5,source3;source2;source1;source1;source3,target1;target2;target3;target4;target5,5,s3_t1;s2_t2;s1_t3;s1_t4;s3_t5,s3;s2;s1;s1;s3,t1;t2;t3;t4;t5,s3_t1;s2_t2;s1_t3;s1_t4;s3_t5,5,4,53.64721,28.49321,"{""target1"":[{""id"":""source3"",""clone"":4}],""target2"":[{""id"":""source2"",""clone"":4}],""target3"":[{""id"":""source1"",""clone"":4}],""target4"":[{""id"":""source1"",""clone"":3}],""target5"":[{""id"":""source3"",""clone"":3}]}",2,1,1,3,2,1,1,3,1,2,3,4,5,FALSE,FALSE,TRUE,FALSE,5,3,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,1,Target Focus,6,3.349665813,28.575,0.08179
34778,A330N7LVL2IOV,10a,10,start_s1;s1_t3;start_s2;s2_t1;start_s3;s3_t3;start_s5;s5_t2;start_s4;s4_t3,5,source1_to_target3;source2_to_target1;source3_to_target3;source5_to_target2;source4_to_target3,source1;source2;source3;source5;source4,target3;target1;target3;target2;target3,5,s1_t3;s2_t1;s3_t3;s5_t2;s4_t3,s1;s2;s3;s5;s4,t3;t1;t3;t2;t3,s1_t3;s2_t1;s3_t3;s5_t2;s4_t3,5,1,359.10246,47.94621,"{""target1"":[{""id"":""source2"",""sub"":""1""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""},{""id"":""source4"",""sub"":""3""}]}",1,1,1,1,2,3,5,4,3,1,3,2,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,TRUE,FALSE,1,FALSE,FALSE,0,Source Partial Focus,0,Source Focus,9,3.870079758,48.268,0.32179
34791,A330N7LVL2IOV,1a,1,start_s1;s1_t3;start_s3;s3_t1;start_s2;s2_t1;start_s4;s4_t3;start_s5;s5_t2,5,source1_to_target3;source3_to_target1;source2_to_target1;source4_to_target3;source5_to_target2,source1;source3;source2;source4;source5,target3;target1;target1;target3;target2,5,s1_t3;s3_t1;s2_t1;s4_t3;s5_t2,s1;s3;s2;s4;s5,t3;t1;t1;t3;t2,s1_t3;s3_t1;s2_t1;s4_t3;s5_t2,5,1,359.10246,17.86856,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,3,2,4,5,3,1,1,3,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,TRUE,FALSE,1,FALSE,FALSE,0,Source Partial Focus,1,Source Focus,9,2.883042744,17.551,-0.31756
34804,A330N7LVL2IOV,2a,2,start_s2;s2_t1;start_s4;s4_t3;start_s5;s5_t2;start_s1;s1_t1;start_s3;s3_t1,5,source2_to_target1;source4_to_target3;source5_to_target2;source1_to_target1;source3_to_target1,source2;source4;source5;source1;source3,target1;target3;target2;target1;target1,5,s2_t1;s4_t3;s5_t2;s1_t1;s3_t1,s2;s4;s5;s1;s3,t1;t3;t2;t1;t1,s2_t1;s4_t3;s5_t2;s1_t1;s3_t1,5,1,359.10246,40.40491,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source1"",""sub"":""2""},{""id"":""source3"",""sub"":""3""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""}]}",0,1,1,2,4,5,1,3,1,3,2,1,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,0,Other,9,3.698951312,39.74,-0.66491
34817,A330N7LVL2IOV,4a,4,start_s4;s4_t2;start_s5;s5_t3;start_s3;s3_t2;start_s4;s4_t3;start_s5;s5_t3;start_s2;s2_t2;start_s2;move_s2_from_t2_t3;start_s1;s1_t3,7,source4_to_target2;source5_to_target3;source3_to_target2;source4_to_target3;source5_to_target3;source2_to_target2;source1_to_target3,source4;source5;source3;source4;source5;source2;source1,target2;target3;target2;target3;target3;target2;target3,8,s4_t2;s5_t3;s3_t2;s4_t3;s5_t3;s2_t2;s2_t3;s1_t3,s4;s5;s3;s4;s5;s2;s2;s1,t2;t3;t2;t3;t3;t2;t3;t3,s4_t2;s5_t3;s3_t2;s2_t2;s1_t3,5,1,359.10246,33.57062,"{""target1"":[],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source5"",""sub"":""2""},{""id"":""source2"",""sub"":""3""},{""id"":""source1"",""sub"":""4""}]}",1,1,1,4,5,3,2,1,2,3,2,2,3,FALSE,FALSE,FALSE,FALSE,2,5,0,0,FALSE,TRUE,1,FALSE,FALSE,0,Source Partial Focus,0,Source Focus,9,3.51365128,33.299,-0.27162
34832,A330N7LVL2IOV,5a,5,start_s1;s1_t1;start_s2;s2_t3;start_s3;s3_t2;start_s4;s4_t3;start_s5;s5_t1,5,source1_to_target1;source2_to_target3;source3_to_target2;source4_to_target3;source5_to_target1,source1;source2;source3;source4;source5,target1;target3;target2;target3;target1,5,s1_t1;s2_t3;s3_t2;s4_t3;s5_t1,s1;s2;s3;s4;s5,t1;t3;t2;t3;t1,s1_t1;s2_t3;s3_t2;s4_t3;s5_t1,5,1,359.10246,48.08739,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,1,3,2,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,9,3.873019981,48.226,0.13861
34845,A330N7LVL2IOV,6a,6,start_s2;s2_t3;start_s4;s4_t2;start_s3;s3_t1;start_s1;s1_t3;start_s5;s5_t1,5,source2_to_target3;source4_to_target2;source3_to_target1;source1_to_target3;source5_to_target1,source2;source4;source3;source1;source5,target3;target2;target1;target3;target1,5,s2_t3;s4_t2;s3_t1;s1_t3;s5_t1,s2;s4;s3;s1;s5,t3;t2;t1;t3;t1,s2_t3;s4_t2;s3_t1;s1_t3;s5_t1,5,1,359.10246,15.59512,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",2,1,1,2,4,3,1,5,3,2,1,3,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,1,Other,9,2.746958045,16.156,0.56088
34858,A330N7LVL2IOV,8a,8,start_s1;s1_t2;start_s2;s2_t3;start_s3;s3_t1;start_s4;s4_t3;start_s5;s5_t1,5,source1_to_target2;source2_to_target3;source3_to_target1;source4_to_target3;source5_to_target1,source1;source2;source3;source4;source5,target2;target3;target1;target3;target1,5,s1_t2;s2_t3;s3_t1;s4_t3;s5_t1,s1;s2;s3;s4;s5,t2;t3;t1;t3;t1,s1_t2;s2_t3;s3_t1;s4_t3;s5_t1,5,1,359.10246,20.63046,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,2,3,1,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,9,3.026768624,21.154,0.52354
34871,A330N7LVL2IOV,9a,9,start_s1;s1_t3;start_s2;s2_t2;start_s3;s3_t1;start_s4;s4_t1;start_s5;s5_t3,5,source1_to_target3;source2_to_target2;source3_to_target1;source4_to_target1;source5_to_target3,source1;source2;source3;source4;source5,target3;target2;target1;target1;target3,5,s1_t3;s2_t2;s3_t1;s4_t1;s5_t3,s1;s2;s3;s4;s5,t3;t2;t1;t1;t3,s1_t3;s2_t2;s3_t1;s4_t1;s5_t3,5,1,359.10246,16.12247,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,3,2,1,1,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,9,2.780213951,16.359,0.23653
34884,A33QIOA2EYW0L,10d,10,start_s3;s3_t1;start_s1;s1_t2;start_s3;s3_t3;start_s2;s2_t4;start_s1;s1_t5;start_s1;return_s1;start_s1;s1_t5,6,source3_to_target1;source1_to_target2;source3_to_target3;source2_to_target4;source1_to_target5;source1_to_target5,source3;source1;source3;source2;source1;source1,target1;target2;target3;target4;target5;target5,6,s3_t1;s1_t2;s3_t3;s2_t4;s1_t5;s1_t5,s3;s1;s3;s2;s1;s1,t1;t2;t3;t4;t5;t5,s3_t1;s1_t2;s3_t3;s2_t4;s1_t5,5,4,35.74142,35.74142,"{""target1"":[{""id"":""source3"",""clone"":4}],""target2"":[{""id"":""source1"",""clone"":4}],""target3"":[{""id"":""source3"",""clone"":3}],""target4"":[{""id"":""source2"",""clone"":4}],""target5"":[{""id"":""source1"",""clone"":3}]}",2,1,1,3,1,3,2,1,1,2,3,4,5,FALSE,FALSE,TRUE,FALSE,5,3,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,1,Target Focus,7,3.57631024,35.711,-0.03042
34901,A33QIOA2EYW0L,1d,1,start_s3;s3_t1;start_s1;s1_t2;start_s1;s1_t3;start_s3;s3_t4;start_s2;s2_t5,5,source3_to_target1;source1_to_target2;source1_to_target3;source3_to_target4;source2_to_target5,source3;source1;source1;source3;source2,target1;target2;target3;target4;target5,5,s3_t1;s1_t2;s1_t3;s3_t4;s2_t5,s3;s1;s1;s3;s2,t1;t2;t3;t4;t5,s3_t1;s1_t2;s1_t3;s3_t4;s2_t5,5,4,35.74142,12.84956,"{""target1"":[{""id"":""source3"",""clone"":4}],""target2"":[{""id"":""source1"",""clone"":4}],""target3"":[{""id"":""source1"",""clone"":3}],""target4"":[{""id"":""source3"",""clone"":3}],""target5"":[{""id"":""source2"",""clone"":4}]}",2,1,1,3,1,1,3,2,1,2,3,4,5,FALSE,FALSE,TRUE,FALSE,5,3,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,1,Target Focus,7,2.55330957,13.515,0.66544
34914,A33QIOA2EYW0L,2d,2,start_s3;s3_t1;start_s1;return_s1;start_s3;s3_t5;start_s1;s1_t2;start_s2;s2_t3;start_s1;s1_t4,5,source3_to_target1;source3_to_target5;source1_to_target2;source2_to_target3;source1_to_target4,source3;source3;source1;source2;source1,target1;target5;target2;target3;target4,5,s3_t1;s3_t5;s1_t2;s2_t3;s1_t4,s3;s3;s1;s2;s1,t1;t5;t2;t3;t4,s3_t1;s3_t5;s1_t2;s2_t3;s1_t4,5,4,35.74142,191.9437,"{""target1"":[{""id"":""source3"",""clone"":4}],""target2"":[{""id"":""source1"",""clone"":4}],""target3"":[{""id"":""source2"",""clone"":4}],""target4"":[{""id"":""source1"",""clone"":3}],""target5"":[{""id"":""source3"",""clone"":3}]}",1,1,1,3,3,1,2,1,1,5,2,3,4,FALSE,FALSE,FALSE,FALSE,5,3,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,0,Other,7,5.2572021,191.369,-0.5747
34929,A33QIOA2EYW0L,3d,3,start_s3;s3_t1;start_s1;s1_t2;start_s3;s3_t3;start_s3;s3_t5;start_s2;s2_t4,5,source3_to_target1;source1_to_target2;source3_to_target3;source3_to_target5;source2_to_target4,source3;source1;source3;source3;source2,target1;target2;target3;target5;target4,5,s3_t1;s1_t2;s3_t3;s3_t5;s2_t4,s3;s1;s3;s3;s2,t1;t2;t3;t5;t4,s3_t1;s1_t2;s3_t3;s3_t5;s2_t4,5,4,35.74142,97.81029,"{""target1"":[{""id"":""source3"",""clone"":4}],""target2"":[{""id"":""source1"",""clone"":4}],""target3"":[{""id"":""source3"",""clone"":3}],""target4"":[{""id"":""source2"",""clone"":4}],""target5"":[{""id"":""source3"",""clone"":2}]}",2,1,1,3,1,3,3,2,1,2,3,5,4,FALSE,FALSE,FALSE,FALSE,5,3,0,0,FALSE,FALSE,0,TRUE,FALSE,1,Target Partial Focus,1,Target Focus,7,4.583029786,98.337,0.52671
34942,A33QIOA2EYW0L,4d,4,start_s1;s1_t1;start_s3;s3_t2;start_s2;s2_t3;start_s1;s1_t4;start_s3;s3_t5,5,source1_to_target1;source3_to_target2;source2_to_target3;source1_to_target4;source3_to_target5,source1;source3;source2;source1;source3,target1;target2;target3;target4;target5,5,s1_t1;s3_t2;s2_t3;s1_t4;s3_t5,s1;s3;s2;s1;s3,t1;t2;t3;t4;t5,s1_t1;s3_t2;s2_t3;s1_t4;s3_t5,5,4,35.74142,59.51955,"{""target1"":[{""id"":""source1"",""clone"":4}],""target2"":[{""id"":""source3"",""clone"":4}],""target3"":[{""id"":""source2"",""clone"":4}],""target4"":[{""id"":""source1"",""clone"":3}],""target5"":[{""id"":""source3"",""clone"":3}]}",2,1,1,1,3,2,1,3,1,2,3,4,5,FALSE,FALSE,TRUE,FALSE,5,3,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,1,Target Focus,7,4.08630483,59.559,0.03945
34955,A33QIOA2EYW0L,5d,5,start_s1;s1_t1;start_s3;s3_t2;start_s1;s1_t3;start_s3;s3_t4;start_s1;s1_t5,5,source1_to_target1;source3_to_target2;source1_to_target3;source3_to_target4;source1_to_target5,source1;source3;source1;source3;source1,target1;target2;target3;target4;target5,5,s1_t1;s3_t2;s1_t3;s3_t4;s1_t5,s1;s3;s1;s3;s1,t1;t2;t3;t4;t5,s1_t1;s3_t2;s1_t3;s3_t4;s1_t5,5,4,35.74142,38.79148,"{""target1"":[{""id"":""source1"",""clone"":4}],""target2"":[{""id"":""source3"",""clone"":4}],""target3"":[{""id"":""source1"",""clone"":3}],""target4"":[{""id"":""source3"",""clone"":3}],""target5"":[{""id"":""source1"",""clone"":2}]}",1,1,1,1,3,1,3,1,1,2,3,4,5,FALSE,FALSE,TRUE,FALSE,5,2,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,0,Target Focus,7,3.658200635,38.543,-0.24848
34968,A33QIOA2EYW0L,7d,7,start_s1;s1_t1;start_s3;s3_t2;start_s1;s1_t3;start_s2;s2_t4;start_s3;s3_t5,5,source1_to_target1;source3_to_target2;source1_to_target3;source2_to_target4;source3_to_target5,source1;source3;source1;source2;source3,target1;target2;target3;target4;target5,5,s1_t1;s3_t2;s1_t3;s2_t4;s3_t5,s1;s3;s1;s2;s3,t1;t2;t3;t4;t5,s1_t1;s3_t2;s1_t3;s2_t4;s3_t5,5,4,35.74142,10.93546,"{""target1"":[{""id"":""source1"",""clone"":4}],""target2"":[{""id"":""source3"",""clone"":4}],""target3"":[{""id"":""source1"",""clone"":3}],""target4"":[{""id"":""source2"",""clone"":4}],""target5"":[{""id"":""source3"",""clone"":3}]}",2,1,1,1,3,1,2,3,1,2,3,4,5,FALSE,FALSE,TRUE,FALSE,5,3,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,1,Target Focus,7,2.39201072,11.023,0.08754
34981,A33QIOA2EYW0L,8d,8,start_s2;s2_t1;start_s3;s3_t2;start_s1;s1_t3;start_s3;s3_t5;start_s3;move_s3_from_t5_t4;start_s1;s1_t5,5,source2_to_target1;source3_to_target2;source1_to_target3;source3_to_target5;source1_to_target5,source2;source3;source1;source3;source1,target1;target2;target3;target5;target5,6,s2_t1;s3_t2;s1_t3;s3_t5;s3_t4;s1_t5,s2;s3;s1;s3;s3;s1,t1;t2;t3;t5;t4;t5,s2_t1;s3_t2;s1_t3;s3_t5;s3_t4,5,4,35.74142,17.68882,"{""target1"":[{""id"":""source2"",""clone"":4}],""target2"":[{""id"":""source3"",""clone"":4}],""target3"":[{""id"":""source1"",""clone"":4}],""target4"":[{""id"":""source3"",""clone"":3}],""target5"":[{""id"":""source1"",""clone"":3}]}",2,1,1,2,3,1,3,3,1,2,3,5,4,FALSE,FALSE,FALSE,FALSE,5,3,0,0,FALSE,FALSE,0,TRUE,FALSE,1,Target Partial Focus,1,Target Focus,7,2.872932802,17.911,0.22218
34996,A33QIOA2EYW0L,9d,9,start_s3;s3_t1;start_s2;s2_t2;start_s1;s1_t3;start_s1;s1_t4;start_s3;s3_t5,5,source3_to_target1;source2_to_target2;source1_to_target3;source1_to_target4;source3_to_target5,source3;source2;source1;source1;source3,target1;target2;target3;target4;target5,5,s3_t1;s2_t2;s1_t3;s1_t4;s3_t5,s3;s2;s1;s1;s3,t1;t2;t3;t4;t5,s3_t1;s2_t2;s1_t3;s1_t4;s3_t5,5,4,35.74142,13.6461,"{""target1"":[{""id"":""source3"",""clone"":4}],""target2"":[{""id"":""source2"",""clone"":4}],""target3"":[{""id"":""source1"",""clone"":4}],""target4"":[{""id"":""source1"",""clone"":3}],""target5"":[{""id"":""source3"",""clone"":3}]}",2,1,1,3,2,1,1,3,1,2,3,4,5,FALSE,FALSE,TRUE,FALSE,5,3,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,1,Target Focus,7,2.613453767,13.743,0.0969
35009,A34CDAXB2IMLD,10d,10,start_s1;s1_t2;start_s3;s3_t1;start_s3;s3_t3;start_s2;s2_t4;start_s1;s1_t5,5,source1_to_target2;source3_to_target1;source3_to_target3;source2_to_target4;source1_to_target5,source1;source3;source3;source2;source1,target2;target1;target3;target4;target5,5,s1_t2;s3_t1;s3_t3;s2_t4;s1_t5,s1;s3;s3;s2;s1,t2;t1;t3;t4;t5,s1_t2;s3_t1;s3_t3;s2_t4;s1_t5,5,4,33.67598,33.67598,"{""target1"":[{""id"":""source3"",""clone"":4}],""target2"":[{""id"":""source1"",""clone"":4}],""target3"":[{""id"":""source3"",""clone"":3}],""target4"":[{""id"":""source2"",""clone"":4}],""target5"":[{""id"":""source1"",""clone"":3}]}",2,1,1,1,3,3,2,1,2,1,3,4,5,FALSE,FALSE,FALSE,FALSE,5,3,0,0,FALSE,FALSE,0,TRUE,FALSE,1,Target Partial Focus,1,Target Focus,7,3.516784824,35.636,1.96002
35022,A34CDAXB2IMLD,1d,1,start_s3;s3_t1;start_s3;s3_t4;start_s2;s2_t5;start_s1;s1_t2;start_s1;s1_t3,5,source3_to_target1;source3_to_target4;source2_to_target5;source1_to_target2;source1_to_target3,source3;source3;source2;source1;source1,target1;target4;target5;target2;target3,5,s3_t1;s3_t4;s2_t5;s1_t2;s1_t3,s3;s3;s2;s1;s1,t1;t4;t5;t2;t3,s3_t1;s3_t4;s2_t5;s1_t2;s1_t3,5,4,33.67598,30.09932,"{""target1"":[{""id"":""source3"",""clone"":4}],""target2"":[{""id"":""source1"",""clone"":4}],""target3"":[{""id"":""source1"",""clone"":3}],""target4"":[{""id"":""source3"",""clone"":3}],""target5"":[{""id"":""source2"",""clone"":4}]}",2,1,1,3,3,2,1,1,1,4,5,2,3,FALSE,TRUE,FALSE,FALSE,5,3,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,7,3.40450258,30.774,0.67468
35035,A34CDAXB2IMLD,2d,2,start_s3;s3_t5;start_s3;s3_t1;start_s1;s1_t3;start_s1;s1_t4;start_s2;s2_t2,5,source3_to_target5;source3_to_target1;source1_to_target3;source1_to_target4;source2_to_target2,source3;source3;source1;source1;source2,target5;target1;target3;target4;target2,5,s3_t5;s3_t1;s1_t3;s1_t4;s2_t2,s3;s3;s1;s1;s2,t5;t1;t3;t4;t2,s3_t5;s3_t1;s1_t3;s1_t4;s2_t2,5,4,33.67598,205.8137,"{""target1"":[{""id"":""source3"",""clone"":3}],""target2"":[{""id"":""source2"",""clone"":4}],""target3"":[{""id"":""source1"",""clone"":4}],""target4"":[{""id"":""source1"",""clone"":3}],""target5"":[{""id"":""source3"",""clone"":4}]}",2,1,1,3,3,1,1,2,5,1,3,4,2,FALSE,FALSE,FALSE,FALSE,5,3,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,1,Other,7,5.326971391,205.559,-0.2547
35048,A34CDAXB2IMLD,3d,3,start_s3;s3_t1;start_s1;s1_t2;start_s3;s3_t3;start_s2;s2_t4;start_s3;s3_t5,5,source3_to_target1;source1_to_target2;source3_to_target3;source2_to_target4;source3_to_target5,source3;source1;source3;source2;source3,target1;target2;target3;target4;target5,5,s3_t1;s1_t2;s3_t3;s2_t4;s3_t5,s3;s1;s3;s2;s3,t1;t2;t3;t4;t5,s3_t1;s1_t2;s3_t3;s2_t4;s3_t5,5,4,33.67598,84.93985,"{""target1"":[{""id"":""source3"",""clone"":4}],""target2"":[{""id"":""source1"",""clone"":4}],""target3"":[{""id"":""source3"",""clone"":3}],""target4"":[{""id"":""source2"",""clone"":4}],""target5"":[{""id"":""source3"",""clone"":2}]}",2,1,1,3,1,3,2,3,1,2,3,4,5,FALSE,FALSE,TRUE,FALSE,5,3,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,1,Target Focus,7,4.441943359,85.733,0.79315
35061,A34CDAXB2IMLD,4d,4,start_s1;s1_t1;start_s3;s3_t2;start_s2;s2_t3;start_s1;s1_t4;start_s3;s3_t5,5,source1_to_target1;source3_to_target2;source2_to_target3;source1_to_target4;source3_to_target5,source1;source3;source2;source1;source3,target1;target2;target3;target4;target5,5,s1_t1;s3_t2;s2_t3;s1_t4;s3_t5,s1;s3;s2;s1;s3,t1;t2;t3;t4;t5,s1_t1;s3_t2;s2_t3;s1_t4;s3_t5,5,4,33.67598,32.83479,"{""target1"":[{""id"":""source1"",""clone"":4}],""target2"":[{""id"":""source3"",""clone"":4}],""target3"":[{""id"":""source2"",""clone"":4}],""target4"":[{""id"":""source1"",""clone"":3}],""target5"":[{""id"":""source3"",""clone"":3}]}",2,1,1,1,3,2,1,3,1,2,3,4,5,FALSE,FALSE,TRUE,FALSE,5,3,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,1,Target Focus,7,3.491488624,32.313,-0.52179
35074,A34CDAXB2IMLD,5d,5,start_s3;s3_t2;start_s2;s2_t3;start_s1;s1_t1;start_s3;s3_t4;start_s1;s1_t5,5,source3_to_target2;source2_to_target3;source1_to_target1;source3_to_target4;source1_to_target5,source3;source2;source1;source3;source1,target2;target3;target1;target4;target5,5,s3_t2;s2_t3;s1_t1;s3_t4;s1_t5,s3;s2;s1;s3;s1,t2;t3;t1;t4;t5,s3_t2;s2_t3;s1_t1;s3_t4;s1_t5,5,4,33.67598,62.56558,"{""target1"":[{""id"":""source1"",""clone"":4}],""target2"":[{""id"":""source3"",""clone"":4}],""target3"":[{""id"":""source2"",""clone"":4}],""target4"":[{""id"":""source3"",""clone"":3}],""target5"":[{""id"":""source1"",""clone"":3}]}",2,1,1,3,2,1,3,1,2,3,1,4,5,FALSE,FALSE,FALSE,FALSE,5,3,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,1,Other,7,4.136215287,62.864,0.29842
35087,A34CDAXB2IMLD,7d,7,start_s1;s1_t1;start_s1;s1_t3;start_s2;s2_t4;start_s3;start_s3;s3_t2;start_s3;s3_t5,5,source1_to_target1;source1_to_target3;source2_to_target4;source3_to_target2;source3_to_target5,source1;source1;source2;source3;source3,target1;target3;target4;target2;target5,5,s1_t1;s1_t3;s2_t4;s3_t2;s3_t5,s1;s1;s2;s3;s3,t1;t3;t4;t2;t5,s1_t1;s1_t3;s2_t4;s3_t2;s3_t5,5,4,33.67598,20.9084,"{""target1"":[{""id"":""source1"",""clone"":4}],""target2"":[{""id"":""source3"",""clone"":4}],""target3"":[{""id"":""source1"",""clone"":3}],""target4"":[{""id"":""source2"",""clone"":4}],""target5"":[{""id"":""source3"",""clone"":3}]}",2,1,1,1,1,2,3,3,1,3,4,2,5,TRUE,FALSE,FALSE,FALSE,5,3,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,7,3.040150992,17.519,-3.3894
35101,A34CDAXB2IMLD,8d,8,start_s2;s2_t1;start_s3;s3_t3;start_s3;move_s3_from_t3_t2;start_s1;s1_t3;start_s3;s3_t4;start_s1;s1_t5,5,source2_to_target1;source3_to_target3;source1_to_target3;source3_to_target4;source1_to_target5,source2;source3;source1;source3;source1,target1;target3;target3;target4;target5,6,s2_t1;s3_t3;s3_t2;s1_t3;s3_t4;s1_t5,s2;s3;s3;s1;s3;s1,t1;t3;t2;t3;t4;t5,s2_t1;s3_t3;s3_t2;s3_t4;s1_t5,5,4,33.67598,25.37828,"{""target1"":[{""id"":""source2"",""clone"":4}],""target2"":[{""id"":""source3"",""clone"":4}],""target3"":[{""id"":""source1"",""clone"":4}],""target4"":[{""id"":""source3"",""clone"":3}],""target5"":[{""id"":""source1"",""clone"":3}]}",2,1,1,2,3,3,3,1,1,3,2,4,5,FALSE,FALSE,FALSE,FALSE,5,3,0,0,FALSE,FALSE,0,TRUE,FALSE,1,Target Partial Focus,1,Target Focus,7,3.23389369,22.783,-2.59528
35116,A34CDAXB2IMLD,9d,9,start_s3;s3_t1;start_s2;s2_t2;start_s1;s1_t3;start_s1;s1_t4;start_s3;s3_t5,5,source3_to_target1;source2_to_target2;source1_to_target3;source1_to_target4;source3_to_target5,source3;source2;source1;source1;source3,target1;target2;target3;target4;target5,5,s3_t1;s2_t2;s1_t3;s1_t4;s3_t5,s3;s2;s1;s1;s3,t1;t2;t3;t4;t5,s3_t1;s2_t2;s1_t3;s1_t4;s3_t5,5,4,33.67598,15.92044,"{""target1"":[{""id"":""source3"",""clone"":4}],""target2"":[{""id"":""source2"",""clone"":4}],""target3"":[{""id"":""source1"",""clone"":4}],""target4"":[{""id"":""source1"",""clone"":3}],""target5"":[{""id"":""source3"",""clone"":3}]}",2,1,1,3,2,1,1,3,1,2,3,4,5,FALSE,FALSE,TRUE,FALSE,5,3,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,1,Target Focus,7,2.767603818,16.883,0.96256
